,alpha,eta,HHI,HHI_inv
1,1.0,1.0,0.8699294911350929,1.1495184497023887
2,1.0,1.0,0.9301172084642351,1.0751333175000084
3,1.0,1.0,0.6284561667779138,1.5912008710599281
4,1.0,1.0,0.889652794169834,1.1240340125420898
5,1.0,1.0,0.9852551708964526,1.0149654927363956
6,1.0,1.0,0.9666186631242502,1.0345341323825226
7,1.0,1.0,0.7741344458039264,1.2917652811089109
8,1.0,1.0,0.9437515950343254,1.059600858172461
9,1.0,1.0,0.7556305308409932,1.3233980883316496
10,1.0,1.0,0.40031714738232604,2.4980193992163473
11,1.0,1.0,0.6913668286078877,1.4464101524997452
12,1.0,1.0,0.6701097891227126,1.4922927798281678
13,1.0,1.0,0.9272757027203036,1.0784279120722655
14,1.0,1.0,0.5212402305069493,1.9185011851971148
15,1.0,1.0,0.9771957098328206,1.0233364616091907
16,1.0,1.0,0.9543817635673328,1.0477987302084995
17,1.0,1.0,0.8813074210155218,1.1346778390311407
18,1.0,1.0,0.9789985888867676,1.021451931955401
19,1.0,1.0,0.9646059257358475,1.0366927812900921
20,1.0,1.0,0.9273765958553338,1.0783105854398718
21,1.0,1.0,0.5751050552834538,1.7388127452768207
22,1.0,1.0,0.5486428629646414,1.8226793192868853
23,1.0,1.0,0.49906183844895524,2.003759700617305
24,1.0,1.0,0.6167699990134023,1.6213499385502215
25,1.0,1.0,0.4713710051505757,2.1214711746653956
26,1.0,1.0,0.6726012636604233,1.4867649735860005
27,1.0,1.0,0.513161388130233,1.9487046826411145
28,1.0,1.0,0.35114009364805154,2.847866188138293
29,1.0,1.0,0.5198821462779093,1.92351287144498
30,1.0,1.0,0.615259554135175,1.625330306988286
31,1.0,1.0,0.7218209511995948,1.3853851129398491
32,1.0,1.0,0.47592118708618614,2.101188236906348
33,1.0,1.0,0.444300503197515,2.250728938642338
34,1.0,1.0,0.6036571460630927,1.6565694724592601
35,1.0,1.0,0.6747996888646723,1.4819212523385512
36,1.0,1.0,0.7023772770676249,1.4237362634721453
37,1.0,1.0,0.4901784648228606,2.0400733034271044
38,1.0,1.0,0.5767773612377362,1.7337712386180504
39,1.0,1.0,0.6836533922676225,1.4627295224603247
40,1.0,1.0,0.32459168265845056,3.080793666091079
41,1.0,1.0,0.7899055109503242,1.265974203416955
42,1.0,1.0,0.5456537763582903,1.832663940629221
43,1.0,1.0,0.6358375912544021,1.5727286554844384
44,1.0,1.0,0.9743276185789146,1.0263488183353864
45,1.0,1.0,0.5673000498014721,1.7627356111637078
46,1.0,1.0,0.8885403649042435,1.1254412736868389
47,1.0,1.0,0.895123354692402,1.1171644609179452
48,1.0,1.0,0.8289363508168828,1.2063652402437663
49,1.0,1.0,0.872775310498959,1.1457702663796803
50,1.0,1.0,0.6612459333994173,1.512296635019096
51,1.0,1.0,0.957896513180487,1.0439541080275134
52,1.0,1.0,0.8498543586980265,1.176672202437128
53,1.0,1.0,0.5971170102895557,1.6747136369722189
54,1.0,1.0,0.525880436658364,1.9015729247400122
55,1.0,1.0,0.8986380743616683,1.112795049008281
56,1.0,1.0,0.6882586524335571,1.452942140958464
57,1.0,1.0,0.8156320157724428,1.2260430937755078
58,1.0,1.0,0.8209247237991486,1.218138485794545
59,1.0,1.0,0.8477219226375481,1.1796321096529678
60,1.0,1.0,0.8016447496186728,1.247435351476674
61,1.0,1.0,0.6140896092181128,1.6284268370429626
62,1.0,1.0,0.39062215210875983,2.560018664076104
63,1.0,1.0,0.9811841789096261,1.0191766454197047
64,1.0,1.0,0.8909572294009516,1.1223883335818094
65,1.0,1.0,0.8142357698577052,1.2281455040654363
66,1.0,1.0,0.9851129399424827,1.0151120338124746
67,1.0,1.0,0.9780910274237615,1.0223997275938064
68,1.0,1.0,0.7317421660389484,1.3666015796427025
69,1.0,1.0,0.8652421624691924,1.1557458054820642
70,1.0,1.0,0.9243778041868644,1.0818087533805045
71,1.0,1.0,0.7511001176287077,1.3313804332198642
72,1.0,1.0,0.9761424884240184,1.0244406035582971
73,1.0,1.0,0.9727119068384785,1.0280536230405708
